review,nickname,dt,star,gong,bgong
평점보고갔다가 중간에 나옴 ㅅㅂ 이게 뭐야,알럽부폰youm,2019.05.30,1,12,8
별로에요...안보시길 추천,hilahxhdd,2019.05.30,1,12,8
평점조작 작업 지리네 걍 볼만한정도지,김승윤2277,2019.05.30,1,12,8
나는 기생충의 입장에 더 가까운 사람인데 왜 그들의 행동에 전혀 공감이 안되지? 자기가 가난하다는 이유로 남의 삶에 함부로 휘젓고 들어가서 민폐부리고 빌붙고 같은 처지의 사람들이 뻗는 손은 완전히 무시해버리고... ...,레오qhr1,2019.08.09,1,13,9
관람객불쾌하고 찝찝함만 남는 영화. 이게 왜 15세 관람가인지..,찌부cand,2019.06.28,1,13,9
"인간의 생명과 존엄성을 경시한 영화.인간의 가치를 기만, 무책임을 기르고 정당화한 영화.인간은 본성적으로 물질에만 속박되어있는 증오심이 가득한 존재가 아니다. 의도는 알겠으나 방식이 과하게 사이코패틱하다. 그 전제가...",Linagmlw,2019.06.16,1,13,9
B급 영화 그 이상 그 이하도 아니다. 상영 내내 빈부격차 키워드는 어느정도 캐치했으나 은유적이다 못해 억지스러운 스토리와 내용전개 그리고 고어씬은 못 봐줄 정도였다. 한국영화의 새로운 괴작이라고 생각된다,금지환krav,2019.06.14,1,13,9
이런 영화가 세상에 안좋은 영향만 미칠듯합니다,로이chsu,2019.06.13,2,13,9
재미없어요ㅜㅜ 넘 기대를 했는지 생각보단 별루네요...따분해서 죽는줄 알았음...,예쁜여우quee,2019.06.12,1,13,9
기생충같은 대한민국 좌파의 추악함을 아주 잘 담아낸 영화. 비위가 좋지 않다면 2시간동안 기생충들의 역겨움을 참아내며 앉아 있기는 쉽지 않은 영화.,원헌들퍼센트dksg,2019.06.03,1,13,9
댓글알바들 오늘도 고생하네.진심 씹노잼 여운이 남길 참 어이가 없다.진심 보고 댓글쓰는거냐?,돼지구이lo46,2019.06.03,2,13,9
역시 봉준호.. 똥을 싸도 예술이라 불리네,쥐닝dbwl,2019.06.02,4,13,9
"아카데미 수상작들 = 흥행과 평가를 동시에 잡는, 어느 누가 대충 봐도 재미있는 영화들 / 칸,베를린 등 유럽영화제 수상작들 = 대중은 아무도 모르는 마치 현대미술 같은, 허세꾼들의 그들만의 리그",하하호호stor,2019.05.31,1,13,9
칸에서나 유명할 영화..,너부리아maru,2019.05.30,1,13,9
ㅋㅋㅋ진심 이게 재밋냐? ㅋㅋ기생충이 아니라 제목을 시궁창으로 하지 참 기분만 드럽네,wodn,2019.05.30,1,13,9
그들만의 명작 전문가 추천영화는 다신 안봅니다,sexyhorsejust,2019.05.30,1,13,9
솔직히 이게 왜 최고의 영화라는건지 모르겠어... 한국영화가 아무리 할리우드보다 수준이 낮다고 해도 그걸 감안하고 봐도 모르겠어.. 수많은 해외명작을 봐서 그런것인가? 칸에서 수상했다고 한국인들 국뽕맞고 빠는건가? ...,euji,2019.12.27,4,14,10
1점도 짜증,박사님spdl,2019.12.01,1,14,10
빈부격차라는 프레임부터 씌워놓고 의미 부여하고 해석하는 덜 떨어진 애들로 흥행한 쓰레기 영화.1차원적으로 보면 그냥 가족이 뭉친 사기극 + 3류 엽기 스릴러.빈부격차 프레임만 벗겨내면 흔한 한국 3류영화. 창궐 휴먼...,mastermast,2019.08.08,1,14,10
"19금으로 봐야 할거 같고 내용이  잔인하고 성적인 내용을 담아  지루함을 풀려는 노력이 보이는 거 같다.잔인하게 죽이는 모습외에 성적장면을 상세히 묘사하는데 이게 예술이라 생각할지는 모르겠으나 ,  세상이 미쳐가고...",지음세상iedi,2019.06.09,4,14,10
감독님의 의도가 궁금. 결말이 맘에 안 듬.그냥 사이코가족의 얘기라 생각하는게 내 정신건강상 좋을꺼같다. 차라리 송강호가 죽고 지하세계 존재가 밝혀졌다면  칸에서 상은 못 받아도 감독에 대해 인간적 실망은 안 했을꺼...,챠오bigh,2019.06.09,4,14,10
최악입니다. 노이해...수고,bc31,2019.06.08,1,14,10
보는내내 그지같았던 영화,osjs,2019.06.05,2,14,10
칸 별거없네 기다려 내가 간다.,스모크dlat,2019.06.04,4,14,10
살인의 정당화 ㅜ 봉감독의 영화에 살인 아닌 다른 주제 나오길 바래봐요,LUCYswan,2019.06.04,2,14,10
알라딘이 백배 재미다 알바새기들아 ㅋ,mjpa,2019.06.01,1,14,10
이딴 범죄자를 미화하는 감성팔이 영화가 해외로 수출돼선 안됩니다. 중반까지는 볼만했으나 마지막은 정말 어이가 없습니다.,unnamedmore,2019.05.31,1,14,10
상받을 정도 까지는...,djfjd2222o3o,2019.05.30,1,14,10
솔직히 개 ㄴ잼~~ 이돈으로 국밥이나사드세요,6688,2019.05.30,1,14,10
이게 영화냐? 알바들이 판치네,찰리정jand,2019.05.30,1,14,10
한국영화의 미래는 없는듯,stor,2019.07.09,1,15,11
소문난 잔치에 먹을거 없다고 근래 들어 몇년간 본 영화 중 가장 최악이였는데 마냥 칭찬 일색이네 칭찬하고 싶은건 조여정의 미모뿐 황금종려상 받았다고 무조건 재밌는건 아닌데 마냥 칭찬하는 분들 권위에 압도 당한 건 아...,동글이cowb,2019.06.09,2,15,11
기분 더러워져요 봉감독 이지 불매하려구요,katzemeou,2019.06.06,2,15,11
한국영화는 물론이고 송강호나오면 무조건 걸러라 정치연계된 영화밖에 안만든다,12354242gkst,2019.06.05,1,15,11
진심 보다가 나가고싶었네요...여자친구도 같은 마음이였다는데미리 말할걸... 나가자고...,elac,2019.06.05,1,15,11
섹S 쁘라스 폭력에 왜곡된 시선이 양념으로 곁들여진 영상물 궁금하면 나중에 집에서,거북이zksk,2019.06.02,1,15,11
돈 아까운 영화다. 서민들의 가난을 조롱하다니. 돈이 선이로구나ㅠ,bell,2019.06.01,1,15,11
갑자기 분위기 시계방향 왜 필요한 장면인거죠? 당황 15는 절대 아닌듯 .. 내용도 생각보다 별로..,라임mika,2019.05.31,1,15,11
진짜 개싸이코 너네 평점높게주면서 이해한척한거 맞지??,uiye,2019.05.30,4,15,11
일단 보세요 엄청후회합니다,No1clgn,2019.05.30,1,15,11
그냥 저냥 수준인데 전형적인 국뽕 거품 영화,바리스타fox8,2020.03.07,5,16,12
멍멍꿀꿀 계급 투쟁 선동 영화,용구kyk_,2020.02.18,1,16,12
오글오글 거리다가 마지막엔 갑자기 막장전개 솔직히 재미 없었음,안녕rkdr,2020.02.12,2,16,12
"재미도 없고, 결말도 그렇고... 전달하고자 하는 내용에도 동의할수 없고... 비추",소나무89so,2019.06.11,1,16,12
배우들의 연기력은 좋았습니다.하지만 소재가 별로였습니다. 이런 내용을 만든 의도도 모르겠고 빈부의 차이를 표현한것같은데 너무 과장된 묘사가 아닐까 하네요.배우들의 연기력 때문에 1점이라도 줄게요.왜 기생충인지... ...,skyeyes78yk,2019.06.03,1,16,12
현실이 배경인 영화인데 너무 현실성이 없고 캐릭터들이 하는 행동들이 전혀 공감이 안됨한마디로 재미없음 1시간 보다 영화관 나옴,chg7,2019.06.02,1,16,12
봉감독의 스토리 연출력은 가히 칭송할만하다. 그러나 영화 스토리 측면에서는 딱히...이게 과연 아카데미 상 받을 영화인가라는 의구심은 지울수가....지나치게 프롤레타리아적 사회주의 영화가 아닌가싶은...다만 최첨단기...,빅터샤우버거ydr1,2020.02.14,4,17,13
억지스럽고 연기력도 죽여야 할 이유도 숨을 이유도 없는 결국 계획없는 영화,파파 길수kils,2019.06.10,1,17,13
줄거리 개연성 하나도 없는 작품. 칸 영화제에서 수상을 했다는 것에 한국 영화이지만 기대를 품고 봤다. 그러나 언제나 그랬듯 실망스럽다.,이이네dabe,2019.06.06,1,17,13
절대 평점 믿지마세요 조작입니다.,돌고래suno,2019.06.05,1,17,13
소문난  잔치에 먹을것 없다 란말이 실감난다엘레베이터 안에 관객들 차라리 악인전 볼걸 역시 칸 쓰레기 영화  막장에 대명사 칸 돈 아깝다,후구사시tube,2019.06.04,1,17,13
글쎄 평점이 왜이리 높은건지... 딱 7점짜리 영화 전형적인 영화 끝나면 이게뭐지? ?? 이렇게 만드는 그런 영화 이걸 왜 극장에서 보는가 의문이 들게되는 그런 영화 평균을 맞추기 위해 1점 놓고감,woos,2019.06.02,1,17,13
진짜 돈아까워요..찝찝하기만 엄청 찝찝하고 이걸 왜 내돈주고 봤는지 모르겠는..,심지수mari,2019.06.01,1,17,13
맘카페의 여론 조작질 선동에 속지마세요,pacopppo,2019.05.31,1,17,13
상받았다니까 자기양심 버리고 재밌다 거진말하진말자 봉준호 영화중 가장 별로였다. 옥자급이다,koko,2019.05.30,1,17,13
이걸...영화라고...만들다니,그릇큰남자club,2019.07.18,2,18,14
외국에서 상받은영화라고 니들이 평점 10점주면 외국 평론가들이랑 같은수준인줄 아니?재미없으면 재미없다 왜 말을못해,Hwanggang,2019.07.03,1,18,14
관람객봉주노패션좌파. 옥자때도 걍 고기 먹을 것 같드니 기생충은 딱 영화동아리 신입생들이 물질적 부족 없이 자라왔지만 지성인이라면 계급에 대해 말하는 게 멋있겠구나! 하는 허세감성 가자게하긴 효과적일 거 같아보이는 영화....,무이pwd0,2019.06.04,5,18,14
내 인생 가장 최악의 영화. 청소년관람불가 판정 받아야함,누리ssid,2019.06.04,1,18,14
도대체 살인이 정당화 된다는 스토리가 이해가 안된다. 이선균이가 냄새난다고 그걸로 죽여? 그것도 앞에서 직접적으로 표현한 것도 아니고 뒷애기로 했는데 마지막에 송강호가 이선균죽인거는 ㅈ나 어이가 없어서 헛웃음이 나왓...,승리를위하여myna,2019.05.31,1,18,14
너무 평점이 말이 안된다. 봉준호 영화 넘 별로다,블링크리사how9,2019.06.08,1,19,15
"관람객칸에서 수상을 한 영화지만 내가 상을 주고싶진 않은 영화...내가 영화를 해석하는 눈이 없나보다ㅠㅠ 빈부에 대해, 빈자를 사회에서 보는 시각에 대해 생각하다 우울해지기만 했던 하루.",lucidluci,2019.05.31,1,19,15
아니.. 왜 갑자기 가슴주물럭..그런 씬 없어도 충분히 이어지는데 .. 에혀 봉준호 감독실망..,강윤서spac,2019.05.30,1,19,15
보고 글 남기는거냐 정말 궁금 하다,tmxk,2019.05.30,1,19,15
1점도 아까움 감독 메시지만 덕지덕지 심어두고 찾을 흥미도 안생기고 의미없이 자극적인장면은 이해를 할수가없네,Muhanjaeozfo,2019.07.16,1,20,16
졸작!!!뷔페가서 음식은 많은데 먹을게 없었던것 같은 기분. 감독은 욕심이 많고 하나도 수습은 안된 채 영화는 끝났다. 찍은사람 본인은 알 것이다.,cano,2019.06.12,1,20,16
강남좌파 봉준호와 송강호의 사기극,bassisbass,2019.06.04,1,20,16
그냥 기괴해보려고 애쓴 느낌이다,마감plzh,2019.09.24,1,22,18
"관람객너무 과한 표현이, 오히려 지루햇음.",지혜랑dia0,2020.02.18,2,23,19
아니 솔직히 재밌냐? 큰기대하고 봤는데 형편없네 ㅋㅋ,DMyongwait,2019.12.26,1,23,19
단물 다 빠졌는데 어떻게든 1000만 만들려고 꾸역꾸역 상영하네ㅋㅋㅋ영화자체가 이미 기생충이네 ㅉㅉ...,파란고래sbhy,2019.07.16,4,23,19
별로....3명가서보는데다들별로라는답,옹hana,2019.05.30,1,23,19
ㅈㄹ 구질구질한 영화...살다가 이렇게 구질구질하고 기분 더러운 영화는 처음 봄...ㅉㅉㅉ~,디아블로dequ,2020.02.17,1,24,20
세계에서 가장 권위있는 영화제 아카데미 시상식도 납득하기 힘든 결과가 자주 나온다.  영화예술은 승패를 가리고 챔피언을 정하는 스포츠가 아니다.  영화에 대한 모든 것들은 사람마다 주관적인거다.  아카데미에서 작품상...,토니몬타나xxib,2020.02.14,2,24,20
'빈부격차' 를 근거없이 부유층에 탓하고. 사기와 살인을 저지른 가족을 '서민' 이라는이유로 미화시키며 피해자 코스프레를 입게하여사회시스템에 대한 분노조장을하고 대중의 공감을 타여 흥행작...,Jwillphoo,2020.01.27,1,24,20
다 보고 나선 그래서?란 생각이 들었다. 부자들이 막연히 혹은 속으로만 생각하던 빈자에 대한 시선만 더 강화시킨 거 아닌지? 레드카펫 밟는 관객들이 왜 기립 박수를 쳤는지 알겠다. 평소 자신들이 가난한 자에 대해 속...,Be with youymsg,2020.02.19,1,25,21
나는 아직 영화볼줄 모르나보다..대단한 감독의 대단한 상 받은 뭔가 뜻이 깊은 영화인가본데.. 난 그냥 재미가없었다..,토수니hebi,2019.05.30,4,26,22
영화제 상 받았다고 인생영화 어쩌구 하는 꼴들이 안쓰럽다 지극히 평범한 영화,gyfl,2019.05.30,4,28,24
참나 봉준호감독에 송강호주연빨에 관객몰리다가 금새 입소문타고 인기사그라들고 네이버평점 7점대였는데 칸에서 주목받을때부터 평점올라가더니 이제 9점이 넘었네 ㅋㅋ 위선적인 한국인들,부가티ghdl,2020.02.11,1,30,26
관람객기대가 크면 실망도 크다,그런가rosi,2019.05.30,1,31,27
ㅋㅋㅋ존나 웃김 영화 상영 다 하지도 않았는뎈ㅋㅋㅋ 평점 올라옴ㅋ,고성륜doct,2019.05.30,5,32,28
평점 알바들아 그만 조작해라,conp,2019.05.30,1,40,36
연출 연기 스토리 영상미 ost까지 완벽하다. 군살 없는 깔끔함에 비판까지 담은 영화,훈민정음hyun,2020.05.05,9,3,0
인간의 추악함과 더러움을 잘 보여준영화임,킬소니dhkd,2020.05.03,9,3,0
반전도 좋고 스토리도 흥미진진 처음엔 개그 중반엔 미스테리 후반엔 공포였던 내용이 전개될 수록 빠져들게 되는 영화였다. 다만 15금이기엔 내용이 후반에 너무 잔인했고 인상이 찌뿌려지는 부분이 있었다..,결정jjh1,2020.05.02,9,3,0
"이 시대를 자극적으로 표현을 잘 연출했던것 같다. 그로 인해, 불편한 사람들도 생기기 마련이지만, 알면서 우리가 외면했던 사실이 아닐까싶다.",웅이hans,2020.04.06,9,3,0
신선한 충격과 전율 몰입감,오십억vook,2020.02.10,10,3,0
소름돋게 웃으며 봤어요 정말 후덜덜이네요 꼭 보세요,제이쥬ohmy,2020.02.10,10,3,0
지독하게 재밌는 잔혹동화! 미래에도 회자될만한 영화일것이다...,까메오vzza,2020.02.10,10,3,0
,고잉메리lino,2020.02.10,10,3,0
이 영화가 10점 아니면 어떤 영화에 10점을 줘야하지??,고순이와고돌이hnji,2020.02.10,10,3,0
"기생충, 기생충, 해외에서도 큰 인지를 받고 있는 터 이제 몇 시간 뒤면 아카데미 시상식에서 까지 노미네이트되어 결과가 기대되는 가운데, 도대체..?. 느즈막히 영화를 보기로 했다. 너무 너무 괜찮은데!! 모든 면에...",몽429591,2020.02.10,10,3,0
집에서 다운받아 봣다.너무 재밌었고 최우식팬이되엇당. ㅋㅋㅋㅋ기생충 모두 연기잘하고 연출 스토리 너무 좋아서시간 가는줄 모르고 본듯왤캐 늦게.봣나 싶다 ㅋㅋ,쌈마이우식ktgg,2020.02.09,10,3,0
한 가정이 망했어.. 이게 다 먹거리 X파일 때문이야...,프로이트luci,2019.12.15,8,3,0
관람객다소 불편하고 잔인한 장면들이 있어서.. 15세 관람가 인줄 몰랐네요..,정세미semi,2019.11.08,9,3,0
관람객잘 만든 영화인건 알겠는데 보고나면 기분이 좀 찝찝해요,asifbymagicmint,2019.11.05,8,3,0
딸하고 같이 보다가 민망해 죽을뻔했다.  19금 걸어야지 뒤치기 장면있는데..,dhwj,2019.11.02,10,3,0
내공이 부족해 이해하지는 못했지만 영화보는 내내 찝찝함과 구토감이 머리를 흔들었다. 저 가족을 소리내어 욕하지만서도 마음 한 구석은 씁쓸함이 박혀있다.,dreamdrea,2019.10.26,8,3,0
잘 만들었고 상받을 가치가 있는 영화다근데 두번 다시 보기싫다 기분이 너무 더러웠다,tkdt,2019.09.26,9,3,0
